medal_type,medal_code,medal_date,name,country_code,gender,discipline,event,event_type,url_event,code,age
Silver,2,2024-07-30,Prisca AWITI ALCARAZ,MEX,W,Judo,Women -63 kg,HATH,/en/paris-2024/results/judo/women--63-kg/fnl-000100--,1537287,28.0
Bronze,3,2024-07-30,Clarisse AGBEGNENOU,FRA,W,Judo,Women -63 kg,HATH,/en/paris-2024/results/judo/women--63-kg/repf000100--,1891289,31.0
Bronze,3,2024-07-30,Laura FAZLIU,KOS,W,Judo,Women -63 kg,HATH,/en/paris-2024/results/judo/women--63-kg/repf000200--,1550167,23.0
Gold,1,2024-07-30,New Zealand,NZL,W,Rugby Sevens,Women,HTEAM,/en/paris-2024/results/rugby-sevens/women/fnl-000100--,RU7WTEAM7---NZL01,
Silver,2,2024-07-30,Canada,CAN,W,Rugby Sevens,Women,HTEAM,/en/paris-2024/results/rugby-sevens/women/fnl-000100--,RU7WTEAM7---CAN01,
Bronze,3,2024-07-30,United States,USA,W,Rugby Sevens,Women,HTEAM,/en/paris-2024/results/rugby-sevens/women/fnl-000200--,RU7WTEAM7---USA01,
Gold,1,2024-07-30,Serbia,SRB,X,Shooting,10m Air Pistol Mixed Team,HTEAM,/en/paris-2024/results/shooting/10m-air-pistol-mixed-team/fnl-000100--,SHOXAPMT----SRB01,
Silver,2,2024-07-30,Türkiye 2,TUR,X,Shooting,10m Air Pistol Mixed Team,HTEAM,/en/paris-2024/results/shooting/10m-air-pistol-mixed-team/fnl-000100--,SHOXAPMT----TUR02,
Bronze,3,2024-07-30,India 1,IND,X,Shooting,10m Air Pistol Mixed Team,HTEAM,/en/paris-2024/results/shooting/10m-air-pistol-mixed-team/fnl-000200--,SHOXAPMT----IND01,
Gold,1,2024-07-30,Nathan HALES,GBR,M,Shooting,Trap Men,ATH,/en/paris-2024/results/shooting/trap-men/fnl-000100--,1904430,28.0
Silver,2,2024-07-30,QI Ying,CHN,M,Shooting,Trap Men,ATH,/en/paris-2024/results/shooting/trap-men/fnl-000100--,1913928,27.0
Bronze,3,2024-07-30,Jean Pierre BROL CARDENAS,GUA,M,Shooting,Trap Men,ATH,/en/paris-2024/results/shooting/trap-men/fnl-000100--,1958970,41.0
Gold,1,2024-07-30,Great Britain,GBR,M,Swimming,Men's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-200m-freestyle-relay/fnl-000100--,SWMM4X200MFRGBR01,
Silver,2,2024-07-30,United States,USA,M,Swimming,Men's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-200m-freestyle-relay/fnl-000100--,SWMM4X200MFRUSA01,
Bronze,3,2024-07-30,Australia,AUS,M,Swimming,Men's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-200m-freestyle-relay/fnl-000100--,SWMM4X200MFRAUS01,
Gold,1,2024-07-30,Daniel WIFFEN,IRL,M,Swimming,Men's 800m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-800m-freestyle/fnl-000100--,1539969,23.0
Silver,2,2024-07-30,Bobby FINKE,USA,M,Swimming,Men's 800m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-800m-freestyle/fnl-000100--,1935902,24.0
Bronze,3,2024-07-30,Gregorio PALTRINIERI,ITA,M,Swimming,Men's 800m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-800m-freestyle/fnl-000100--,1925630,29.0
Gold,1,2024-07-30,Kaylee McKEOWN,AUS,W,Swimming,Women's 100m Backstroke,ATH,/en/paris-2024/results/swimming/women-s-100m-backstroke/fnl-000100--,1946198,23.0
Silver,2,2024-07-30,Regan SMITH,USA,W,Swimming,Women's 100m Backstroke,ATH,/en/paris-2024/results/swimming/women-s-100m-backstroke/fnl-000100--,1935984,22.0
Bronze,3,2024-07-30,Katharine BERKOFF,USA,W,Swimming,Women's 100m Backstroke,ATH,/en/paris-2024/results/swimming/women-s-100m-backstroke/fnl-000100--,1935873,23.0
Gold,1,2024-07-30,WANG/SUN,CHN,X,Table Tennis,Mixed Doubles,HCOUP,/en/paris-2024/results/table-tennis/mixed-doubles/fnl-000100--,TTEXDOUBLES-CHN01,
Silver,2,2024-07-30,RI/KIM,PRK,X,Table Tennis,Mixed Doubles,HCOUP,/en/paris-2024/results/table-tennis/mixed-doubles/fnl-000100--,TTEXDOUBLES-PRK01,
Bronze,3,2024-07-30,LIM/SHIN,KOR,X,Table Tennis,Mixed Doubles,HCOUP,/en/paris-2024/results/table-tennis/mixed-doubles/fnl-000200--,TTEXDOUBLES-KOR01,
Gold,1,2024-07-31,OKA Shinnosuke,JPN,M,Artistic Gymnastics,Men's All-Around,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-all-around/fnl-000001--,1919480,20.0
Silver,2,2024-07-31,ZHANG Boheng,CHN,M,Artistic Gymnastics,Men's All-Around,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-all-around/fnl-000001--,1918864,24.0
Bronze,3,2024-07-31,XIAO Ruoteng,CHN,M,Artistic Gymnastics,Men's All-Around,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-all-around/fnl-000001--,1918860,28.0
Gold,1,2024-07-31,Jessica FOX,AUS,W,Canoe Slalom,Women's Canoe Single,ATH,/en/paris-2024/results/canoe-slalom/women-s-canoe-single/fnl-000100--,1940205,30.0
Silver,2,2024-07-31,Elena LILIK,GER,W,Canoe Slalom,Women's Canoe Single,ATH,/en/paris-2024/results/canoe-slalom/women-s-canoe-single/fnl-000100--,1913770,25.0
Bronze,3,2024-07-31,Evy LEIBFARTH,USA,W,Canoe Slalom,Women's Canoe Single,ATH,/en/paris-2024/results/canoe-slalom/women-s-canoe-single/fnl-000100--,1955132,20.0
Gold,1,2024-07-31,Jose TORRES GIL,ARG,M,Cycling BMX Freestyle,Men's Park,ATH,/en/paris-2024/results/cycling-bmx-freestyle/men-s-park/fnl-000100--,1916809,29.0
Silver,2,2024-07-31,Kieran Darren David REILLY,GBR,M,Cycling BMX Freestyle,Men's Park,ATH,/en/paris-2024/results/cycling-bmx-freestyle/men-s-park/fnl-000100--,1912548,23.0
Bronze,3,2024-07-31,Anthony JEANJEAN,FRA,M,Cycling BMX Freestyle,Men's Park,ATH,/en/paris-2024/results/cycling-bmx-freestyle/men-s-park/fnl-000100--,1895685,26.0
Gold,1,2024-07-31,DENG Yawen,CHN,W,Cycling BMX Freestyle,Women's Park,ATH,/en/paris-2024/results/cycling-bmx-freestyle/women-s-park/fnl-000100--,1920569,18.0
Silver,2,2024-07-31,Perris BENEGAS,USA,W,Cycling BMX Freestyle,Women's Park,ATH,/en/paris-2024/results/cycling-bmx-freestyle/women-s-park/fnl-000100--,1955071,29.0
Bronze,3,2024-07-31,Natalya DIEHM,AUS,W,Cycling BMX Freestyle,Women's Park,ATH,/en/paris-2024/results/cycling-bmx-freestyle/women-s-park/fnl-000100--,1940118,26.0
Gold,1,2024-07-31,China,CHN,W,Diving,Women's Synchronised 10m Platform,TEAM,/en/paris-2024/results/diving/women-s-synchronised-10m-platform/fnl-000100--,DIVW10MTEAM2CHN01,
Silver,2,2024-07-31,DPR Korea,PRK,W,Diving,Women's Synchronised 10m Platform,TEAM,/en/paris-2024/results/diving/women-s-synchronised-10m-platform/fnl-000100--,DIVW10MTEAM2PRK01,
Bronze,3,2024-07-31,Great Britain,GBR,W,Diving,Women's Synchronised 10m Platform,TEAM,/en/paris-2024/results/diving/women-s-synchronised-10m-platform/fnl-000100--,DIVW10MTEAM2GBR01,
Gold,1,2024-07-31,Korea,KOR,M,Fencing,Men's Sabre Team,HTEAM,/en/paris-2024/results/fencing/men-s-sabre-team/fnl-000100--,FENMTEAMSABRKOR01,
Silver,2,2024-07-31,Hungary,HUN,M,Fencing,Men's Sabre Team,HTEAM,/en/paris-2024/results/fencing/men-s-sabre-team/fnl-000100--,FENMTEAMSABRHUN01,
Bronze,3,2024-07-31,France,FRA,M,Fencing,Men's Sabre Team,HTEAM,/en/paris-2024/results/fencing/men-s-sabre-team/fnl-000200--,FENMTEAMSABRFRA01,
Gold,1,2024-07-31,Lasha BEKAURI,GEO,M,Judo,Men -90 kg,HATH,/en/paris-2024/results/judo/men--90-kg/fnl-000100--,1548817,24.0
Silver,2,2024-07-31,MURAO Sanshiro,JPN,M,Judo,Men -90 kg,HATH,/en/paris-2024/results/judo/men--90-kg/fnl-000100--,1896750,23.0
Bronze,3,2024-07-31,Maxime-Gael NGAYAP HAMBOU,FRA,M,Judo,Men -90 kg,HATH,/en/paris-2024/results/judo/men--90-kg/repf000100--,1891318,23.0
Bronze,3,2024-07-31,Theodoros TSELIDIS,GRE,M,Judo,Men -90 kg,HATH,/en/paris-2024/results/judo/men--90-kg/repf000200--,1961318,27.0
Gold,1,2024-07-31,Barbara MATIC,CRO,W,Judo,Women -70 kg,HATH,/en/paris-2024/results/judo/women--70-kg/fnl-000100--,1898499,29.0
Silver,2,2024-07-31,Miriam BUTKEREIT,GER,W,Judo,Women -70 kg,HATH,/en/paris-2024/results/judo/women--70-kg/fnl-000100--,1563082,30.0
Bronze,3,2024-07-31,Michaela POLLERES,AUT,W,Judo,Women -70 kg,HATH,/en/paris-2024/results/judo/women--70-kg/repf000100--,1566421,27.0
Bronze,3,2024-07-31,Gabriella WILLEMS,BEL,W,Judo,Women -70 kg,HATH,/en/paris-2024/results/judo/women--70-kg/repf000200--,1903248,27.0
Gold,1,2024-07-31,Netherlands,NED,M,Rowing,Men's Quadruple Sculls,TEAM,/en/paris-2024/results/rowing/men-s-quadruple-sculls/fnl---------,ROWMSCULL4--NED01,
Silver,2,2024-07-31,Italy,ITA,M,Rowing,Men's Quadruple Sculls,TEAM,/en/paris-2024/results/rowing/men-s-quadruple-sculls/fnl---------,ROWMSCULL4--ITA01,
Bronze,3,2024-07-31,Poland,POL,M,Rowing,Men's Quadruple Sculls,TEAM,/en/paris-2024/results/rowing/men-s-quadruple-sculls/fnl---------,ROWMSCULL4--POL01,
Gold,1,2024-07-31,Great Britain,GBR,W,Rowing,Women's Quadruple Sculls,TEAM,/en/paris-2024/results/rowing/women-s-quadruple-sculls/fnl---------,ROWWSCULL4--GBR01,
Silver,2,2024-07-31,Netherlands,NED,W,Rowing,Women's Quadruple Sculls,TEAM,/en/paris-2024/results/rowing/women-s-quadruple-sculls/fnl---------,ROWWSCULL4--NED01,
Bronze,3,2024-07-31,Germany,GER,W,Rowing,Women's Quadruple Sculls,TEAM,/en/paris-2024/results/rowing/women-s-quadruple-sculls/fnl---------,ROWWSCULL4--GER01,
Gold,1,2024-07-31,Adriana RUANO OLIVA,GUA,W,Shooting,Trap Women,ATH,/en/paris-2024/results/shooting/trap-women/fnl-000100--,1958899,29.0
Silver,2,2024-07-31,Silvana Maria STANCO,ITA,W,Shooting,Trap Women,ATH,/en/paris-2024/results/shooting/trap-women/fnl-000100--,1915317,31.0
Bronze,3,2024-07-31,Penny SMITH,AUS,W,Shooting,Trap Women,ATH,/en/paris-2024/results/shooting/trap-women/fnl-000100--,1967454,29.0
Gold,1,2024-07-31,PAN Zhanle,CHN,M,Swimming,Men's 100m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-100m-freestyle/fnl-000100--,1945148,19.0
Silver,2,2024-07-31,Kyle CHALMERS,AUS,M,Swimming,Men's 100m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-100m-freestyle/fnl-000100--,1946200,26.0
Bronze,3,2024-07-31,David POPOVICI,ROU,M,Swimming,Men's 100m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-100m-freestyle/fnl-000100--,1543549,19.0
Gold,1,2024-07-31,Leon MARCHAND,FRA,M,Swimming,Men's 200m Breaststroke,ATH,/en/paris-2024/results/swimming/men-s-200m-breaststroke/fnl-000100--,1909294,22.0
Silver,2,2024-07-31,Zac STUBBLETY-COOK,AUS,M,Swimming,Men's 200m Breaststroke,ATH,/en/paris-2024/results/swimming/men-s-200m-breaststroke/fnl-000100--,1946185,25.0
Bronze,3,2024-07-31,Caspar CORBEAU,NED,M,Swimming,Men's 200m Breaststroke,ATH,/en/paris-2024/results/swimming/men-s-200m-breaststroke/fnl-000100--,1972545,23.0
Gold,1,2024-07-31,Leon MARCHAND,FRA,M,Swimming,Men's 200m Butterfly,ATH,/en/paris-2024/results/swimming/men-s-200m-butterfly/fnl-000100--,1909294,22.0
Silver,2,2024-07-31,Kristof MILAK,HUN,M,Swimming,Men's 200m Butterfly,ATH,/en/paris-2024/results/swimming/men-s-200m-butterfly/fnl-000100--,1905860,24.0
Bronze,3,2024-07-31,Ilya KHARUN,CAN,M,Swimming,Men's 200m Butterfly,ATH,/en/paris-2024/results/swimming/men-s-200m-butterfly/fnl-000100--,1967058,19.0
Gold,1,2024-07-31,Sarah SJOESTROEM,SWE,W,Swimming,Women's 100m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-100m-freestyle/fnl-000100--,1572557,30.0
Silver,2,2024-07-31,Torri HUSKE,USA,W,Swimming,Women's 100m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-100m-freestyle/fnl-000100--,1935923,21.0
Bronze,3,2024-07-31,HAUGHEY Siobhan Bernadette,HKG,W,Swimming,Women's 100m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-100m-freestyle/fnl-000100--,1925125,26.0
Gold,1,2024-07-31,Katie LEDECKY,USA,W,Swimming,Women's 1500m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-1500m-freestyle/fnl-000100--,1935938,27.0
Silver,2,2024-07-31,Anastasiia KIRPICHNIKOVA,FRA,W,Swimming,Women's 1500m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-1500m-freestyle/fnl-000100--,1909209,24.0
Bronze,3,2024-07-31,Isabel GOSE,GER,W,Swimming,Women's 1500m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-1500m-freestyle/fnl-000100--,1907171,22.0
Gold,1,2024-07-31,Alex YEE,GBR,M,Triathlon,Men's Individual,ATH,/en/paris-2024/results/triathlon/men-s-individual/fnl-000100--,1904251,26.0
Silver,2,2024-07-31,Hayden WILDE,NZL,M,Triathlon,Men's Individual,ATH,/en/paris-2024/results/triathlon/men-s-individual/fnl-000100--,1926549,26.0
Bronze,3,2024-07-31,Leo BERGERE,FRA,M,Triathlon,Men's Individual,ATH,/en/paris-2024/results/triathlon/men-s-individual/fnl-000100--,1543967,28.0
Gold,1,2024-07-31,Cassandre BEAUGRAND,FRA,W,Triathlon,Women's Individual,ATH,/en/paris-2024/results/triathlon/women-s-individual/fnl-000100--,1543963,27.0
Silver,2,2024-07-31,Julie DERRON,SUI,W,Triathlon,Women's Individual,ATH,/en/paris-2024/results/triathlon/women-s-individual/fnl-000100--,1976489,27.0
Bronze,3,2024-07-31,Beth POTTER,GBR,W,Triathlon,Women's Individual,ATH,/en/paris-2024/results/triathlon/women-s-individual/fnl-000100--,1904244,32.0
Gold,1,2024-08-01,Simone BILES,USA,W,Artistic Gymnastics,Women's All-Around,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-all-around/fnl-000001--,1959861,27.0
Silver,2,2024-08-01,Rebeca ANDRADE,BRA,W,Artistic Gymnastics,Women's All-Around,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-all-around/fnl-000001--,1953634,25.0
Bronze,3,2024-08-01,Sunisa LEE,USA,W,Artistic Gymnastics,Women's All-Around,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-all-around/fnl-000001--,1959866,21.0
Gold,1,2024-08-01,Brian Daniel PINTADO,ECU,M,Athletics,Men's 20km Race Walk,ATH,/en/paris-2024/results/athletics/men-s-20km-race-walk/fnl-000100--,1929767,28.0
Silver,2,2024-08-01,Caio BONFIM,BRA,M,Athletics,Men's 20km Race Walk,ATH,/en/paris-2024/results/athletics/men-s-20km-race-walk/fnl-000100--,1951928,33.0
Bronze,3,2024-08-01,Alvaro MARTIN,ESP,M,Athletics,Men's 20km Race Walk,ATH,/en/paris-2024/results/athletics/men-s-20km-race-walk/fnl-000100--,1904165,30.0
Gold,1,2024-08-01,YANG Jiayu,CHN,W,Athletics,Women's 20km Race Walk,ATH,/en/paris-2024/results/athletics/women-s-20km-race-walk/fnl-000100--,1919002,28.0
Silver,2,2024-08-01,Maria PEREZ,ESP,W,Athletics,Women's 20km Race Walk,ATH,/en/paris-2024/results/athletics/women-s-20km-race-walk/fnl-000100--,1905369,28.0
Bronze,3,2024-08-01,Jemima MONTAG,AUS,W,Athletics,Women's 20km Race Walk,ATH,/en/paris-2024/results/athletics/women-s-20km-race-walk/fnl-000100--,1939791,26.0
Gold,1,2024-08-01,Giovanni de GENNARO,ITA,M,Canoe Slalom,Men's Kayak Single,ATH,/en/paris-2024/results/canoe-slalom/men-s-kayak-single/fnl-000100--,1550975,32.0
Silver,2,2024-08-01,Titouan CASTRYCK,FRA,M,Canoe Slalom,Men's Kayak Single,ATH,/en/paris-2024/results/canoe-slalom/men-s-kayak-single/fnl-000100--,1880464,19.0
Bronze,3,2024-08-01,Pau ECHANIZ,ESP,M,Canoe Slalom,Men's Kayak Single,ATH,/en/paris-2024/results/canoe-slalom/men-s-kayak-single/fnl-000100--,1953935,23.0
Gold,1,2024-08-01,United States,USA,W,Fencing,Women's Foil Team,HTEAM,/en/paris-2024/results/fencing/women-s-foil-team/fnl-000100--,FENWTEAMFOILUSA01,
Silver,2,2024-08-01,Italy,ITA,W,Fencing,Women's Foil Team,HTEAM,/en/paris-2024/results/fencing/women-s-foil-team/fnl-000100--,FENWTEAMFOILITA01,
Bronze,3,2024-08-01,Japan,JPN,W,Fencing,Women's Foil Team,HTEAM,/en/paris-2024/results/fencing/women-s-foil-team/fnl-000200--,FENWTEAMFOILJPN01,
Gold,1,2024-08-01,Zelym KOTSOIEV,AZE,M,Judo,Men -100 kg,HATH,/en/paris-2024/results/judo/men--100-kg/fnl-000100--,1972367,25.0
Silver,2,2024-08-01,Ilia SULAMANIDZE,GEO,M,Judo,Men -100 kg,HATH,/en/paris-2024/results/judo/men--100-kg/fnl-000100--,1552370,23.0
Bronze,3,2024-08-01,Peter PALTCHIK,ISR,M,Judo,Men -100 kg,HATH,/en/paris-2024/results/judo/men--100-kg/repf000100--,1892957,32.0
Bronze,3,2024-08-01,Muzaffarbek TUROBOYEV,UZB,M,Judo,Men -100 kg,HATH,/en/paris-2024/results/judo/men--100-kg/repf000200--,1565754,24.0
Gold,1,2024-08-01,Alice BELLANDI,ITA,W,Judo,Women -78 kg,HATH,/en/paris-2024/results/judo/women--78-kg/fnl-000100--,1925349,25.0
Silver,2,2024-08-01,Inbar LANIR,ISR,W,Judo,Women -78 kg,HATH,/en/paris-2024/results/judo/women--78-kg/fnl-000100--,1892794,24.0
Bronze,3,2024-08-01,MA Zhenzhao,CHN,W,Judo,Women -78 kg,HATH,/en/paris-2024/results/judo/women--78-kg/repf000100--,1891067,26.0
Bronze,3,2024-08-01,Patricia SAMPAIO,POR,W,Judo,Women -78 kg,HATH,/en/paris-2024/results/judo/women--78-kg/repf000200--,1943504,25.0
Gold,1,2024-08-01,Romania,ROU,M,Rowing,Men's Double Sculls,TEAM,/en/paris-2024/results/rowing/men-s-double-sculls/fnl---------,ROWMSCULL2--ROU01,
Silver,2,2024-08-01,Netherlands,NED,M,Rowing,Men's Double Sculls,TEAM,/en/paris-2024/results/rowing/men-s-double-sculls/fnl---------,ROWMSCULL2--NED01,
Bronze,3,2024-08-01,Ireland,IRL,M,Rowing,Men's Double Sculls,TEAM,/en/paris-2024/results/rowing/men-s-double-sculls/fnl---------,ROWMSCULL2--IRL01,
Gold,1,2024-08-01,United States,USA,M,Rowing,Men's Four,TEAM,/en/paris-2024/results/rowing/men-s-four/fnl---------,ROWMNOCOX4--USA01,
Silver,2,2024-08-01,New Zealand,NZL,M,Rowing,Men's Four,TEAM,/en/paris-2024/results/rowing/men-s-four/fnl---------,ROWMNOCOX4--NZL01,
Bronze,3,2024-08-01,Great Britain,GBR,M,Rowing,Men's Four,TEAM,/en/paris-2024/results/rowing/men-s-four/fnl---------,ROWMNOCOX4--GBR01,
Gold,1,2024-08-01,New Zealand,NZL,W,Rowing,Women's Double Sculls,TEAM,/en/paris-2024/results/rowing/women-s-double-sculls/fnl---------,ROWWSCULL2--NZL01,
Silver,2,2024-08-01,Romania,ROU,W,Rowing,Women's Double Sculls,TEAM,/en/paris-2024/results/rowing/women-s-double-sculls/fnl---------,ROWWSCULL2--ROU01,
Bronze,3,2024-08-01,Great Britain,GBR,W,Rowing,Women's Double Sculls,TEAM,/en/paris-2024/results/rowing/women-s-double-sculls/fnl---------,ROWWSCULL2--GBR01,
Gold,1,2024-08-01,Netherlands,NED,W,Rowing,Women's Four,TEAM,/en/paris-2024/results/rowing/women-s-four/fnl---------,ROWWNOCOX4--NED01,
Silver,2,2024-08-01,Great Britain,GBR,W,Rowing,Women's Four,TEAM,/en/paris-2024/results/rowing/women-s-four/fnl---------,ROWWNOCOX4--GBR01,
Bronze,3,2024-08-01,New Zealand,NZL,W,Rowing,Women's Four,TEAM,/en/paris-2024/results/rowing/women-s-four/fnl---------,ROWWNOCOX4--NZL01,
Gold,1,2024-08-01,LIU Yukun,CHN,M,Shooting,50m Rifle 3 Positions Men,ATH,/en/paris-2024/results/shooting/50m-rifle-3-positions-men/fnl-000100--,1913922,27.0
Silver,2,2024-08-01,Serhiy KULISH,UKR,M,Shooting,50m Rifle 3 Positions Men,ATH,/en/paris-2024/results/shooting/50m-rifle-3-positions-men/fnl-000100--,1555976,31.0
Bronze,3,2024-08-01,Swapnil KUSALE,IND,M,Shooting,50m Rifle 3 Positions Men,ATH,/en/paris-2024/results/shooting/50m-rifle-3-positions-men/fnl-000100--,1538084,28.0
Gold,1,2024-08-01,Hubert KOS,HUN,M,Swimming,Men's 200m Backstroke,ATH,/en/paris-2024/results/swimming/men-s-200m-backstroke/fnl-000100--,1904977,21.0
Silver,2,2024-08-01,Apostolos CHRISTOU,GRE,M,Swimming,Men's 200m Backstroke,ATH,/en/paris-2024/results/swimming/men-s-200m-backstroke/fnl-000100--,1954557,27.0
Bronze,3,2024-08-01,Roman MITYUKOV,SUI,M,Swimming,Men's 200m Backstroke,ATH,/en/paris-2024/results/swimming/men-s-200m-backstroke/fnl-000100--,1977754,23.0
Gold,1,2024-08-01,Kate DOUGLASS,USA,W,Swimming,Women's 200m Breaststroke,ATH,/en/paris-2024/results/swimming/women-s-200m-breaststroke/fnl-000100--,1935895,22.0
Silver,2,2024-08-01,Tatjana SMITH,RSA,W,Swimming,Women's 200m Breaststroke,ATH,/en/paris-2024/results/swimming/women-s-200m-breaststroke/fnl-000100--,1962589,27.0
Bronze,3,2024-08-01,Tes SCHOUTEN,NED,W,Swimming,Women's 200m Breaststroke,ATH,/en/paris-2024/results/swimming/women-s-200m-breaststroke/fnl-000100--,1972525,23.0
Gold,1,2024-08-01,Summer McINTOSH,CAN,W,Swimming,Women's 200m Butterfly,ATH,/en/paris-2024/results/swimming/women-s-200m-butterfly/fnl-000100--,1967140,17.0
Silver,2,2024-08-01,Regan SMITH,USA,W,Swimming,Women's 200m Butterfly,ATH,/en/paris-2024/results/swimming/women-s-200m-butterfly/fnl-000100--,1935984,22.0
Bronze,3,2024-08-01,ZHANG Yufei,CHN,W,Swimming,Women's 200m Butterfly,ATH,/en/paris-2024/results/swimming/women-s-200m-butterfly/fnl-000100--,1945125,26.0
Gold,1,2024-08-01,Australia,AUS,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--,SWMW4X200MFRAUS01,
Silver,2,2024-08-01,United States,USA,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--,SWMW4X200MFRUSA01,
Bronze,3,2024-08-01,China,CHN,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--,SWMW4X200MFRCHN01,
Gold,1,2024-08-02,Korea,KOR,X,Archery,Mixed Team,HTEAM,/en/paris-2024/results/archery/mixed-team/fnl-000100--,ARCXTEAM2---KOR01,
Silver,2,2024-08-02,Germany,GER,X,Archery,Mixed Team,HTEAM,/en/paris-2024/results/archery/mixed-team/fnl-000100--,ARCXTEAM2---GER01,
Bronze,3,2024-08-02,United States,USA,X,Archery,Mixed Team,HTEAM,/en/paris-2024/results/archery/mixed-team/fnl-000200--,ARCXTEAM2---USA01,
Gold,1,2024-08-02,Joshua CHEPTEGEI,UGA,M,Athletics,"Men's 10,000m",ATH,/en/paris-2024/results/athletics/men-s-10-000m/fnl-000100--,1970827,27.0
Silver,2,2024-08-02,Berihu AREGAWI,ETH,M,Athletics,"Men's 10,000m",ATH,/en/paris-2024/results/athletics/men-s-10-000m/fnl-000100--,1536998,23.0
Bronze,3,2024-08-02,Grant FISHER,USA,M,Athletics,"Men's 10,000m",ATH,/en/paris-2024/results/athletics/men-s-10-000m/fnl-000100--,1960959,27.0
Gold,1,2024-08-02,ZHENG/HUANG,CHN,X,Badminton,Mixed Doubles,HCOUP,/en/paris-2024/results/badminton/mixed-doubles/fnl-000100--,BDMXDOUBLES-CHN02,
Silver,2,2024-08-02,KIM/JEONG,KOR,X,Badminton,Mixed Doubles,HCOUP,/en/paris-2024/results/badminton/mixed-doubles/fnl-000100--,BDMXDOUBLES-KOR02,
Bronze,3,2024-08-02,WATANABE/HIGASHINO,JPN,X,Badminton,Mixed Doubles,HCOUP,/en/paris-2024/results/badminton/mixed-doubles/fnl-000200--,BDMXDOUBLES-JPN01,
Gold,1,2024-08-02,Joris DAUDET,FRA,M,Cycling BMX Racing,Men,ATH,/en/paris-2024/results/cycling-bmx-racing/men/fnl-000100--,1895661,33.0
Silver,2,2024-08-02,Sylvain ANDRE,FRA,M,Cycling BMX Racing,Men,ATH,/en/paris-2024/results/cycling-bmx-racing/men/fnl-000100--,1895640,31.0
Bronze,3,2024-08-02,Romain MAHIEU,FRA,M,Cycling BMX Racing,Men,ATH,/en/paris-2024/results/cycling-bmx-racing/men/fnl-000100--,1895700,29.0
Gold,1,2024-08-02,Saya SAKAKIBARA,AUS,W,Cycling BMX Racing,Women,ATH,/en/paris-2024/results/cycling-bmx-racing/women/fnl-000100--,1940127,24.0
Silver,2,2024-08-02,Manon VEENSTRA,NED,W,Cycling BMX Racing,Women,ATH,/en/paris-2024/results/cycling-bmx-racing/women/fnl-000100--,1969181,26.0
Bronze,3,2024-08-02,Zoe CLAESSENS,SUI,W,Cycling BMX Racing,Women,ATH,/en/paris-2024/results/cycling-bmx-racing/women/fnl-000100--,1976480,23.0
Gold,1,2024-08-02,China,CHN,M,Diving,Men's Synchronised 3m Springboard,TEAM,/en/paris-2024/results/diving/men-s-synchronised-3m-springboard/fnl-000100--,DIVM3MTEAM2-CHN01,
Silver,2,2024-08-02,Mexico,MEX,M,Diving,Men's Synchronised 3m Springboard,TEAM,/en/paris-2024/results/diving/men-s-synchronised-3m-springboard/fnl-000100--,DIVM3MTEAM2-MEX01,
Bronze,3,2024-08-02,Great Britain,GBR,M,Diving,Men's Synchronised 3m Springboard,TEAM,/en/paris-2024/results/diving/men-s-synchronised-3m-springboard/fnl-000100--,DIVM3MTEAM2-GBR01,
Gold,1,2024-08-02,Great Britain,GBR,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--,EQUOJUMPTEAMGBR01,
Silver,2,2024-08-02,United States,USA,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--,EQUOJUMPTEAMUSA01,
